Date,Open,High,Low,Close,Change(Pips),Change(%),
04/03/2025 20:05,3107.53,3109.39,3107.53,3108.5,97,0.03,
04/03/2025 20:00,3107.54,3108.7,3107.36,3107.45,-9,0.00,
04/03/2025 19:55,3105.55,3108.12,3105.4,3107.55,200,0.06,
04/03/2025 19:50,3102.53,3105.88,3101.49,3105.56,303,0.10,
04/03/2025 19:45,3104.54,3104.8,3102.24,3102.8,-174,-0.06,
04/03/2025 19:40,3103.38,3104.72,3102.37,3104.71,133,0.04,
04/03/2025 19:35,3104.29,3104.98,3102.45,3103.43,-86,-0.03,
04/03/2025 19:30,3107.06,3107.29,3104.16,3104.53,-253,-0.08,
04/03/2025 19:25,3109.39,3109.39,3106.67,3106.96,-243,-0.08,
04/03/2025 19:20,3112.99,3113,3109.17,3109.33,-366,-0.12,
04/03/2025 19:15,3111.74,3113.27,3108.92,3112.91,117,0.04,
04/03/2025 19:10,3110.41,3111.94,3110.18,3111.8,139,0.04,
04/03/2025 19:05,3112.42,3112.63,3110.4,3110.43,-199,-0.06,
04/03/2025 19:00,3111.62,3112.8,3110.97,3112.44,82,0.03,
04/03/2025 18:55,3109.66,3111.65,3109.03,3111.64,198,0.06,
04/03/2025 18:50,3106.09,3109.68,3106.09,3109.68,359,0.12,
04/03/2025 18:45,3106.38,3106.88,3105.43,3106.09,-29,-0.01,
04/03/2025 18:40,3104.83,3106.76,3104.74,3106.4,157,0.05,
04/03/2025 18:35,3103.01,3104.87,3102.38,3104.82,181,0.06,
04/03/2025 18:30,3104.86,3104.93,3102.12,3103.06,-180,-0.06,
04/03/2025 18:25,3103.34,3104.92,3103.04,3104.86,152,0.05,
04/03/2025 18:20,3105.55,3106.21,3102.84,3103.37,-218,-0.07,
04/03/2025 18:15,3107.19,3108.48,3105.17,3105.42,-177,-0.06,
04/03/2025 18:10,3108.47,3109.27,3107.04,3107.18,-129,-0.04,
04/03/2025 18:05,3107.53,3108.67,3107.02,3108.51,98,0.03,
04/03/2025 18:00,3109.46,3110.19,3107.57,3107.57,-189,-0.06,
04/03/2025 17:55,3108.73,3109.89,3108.38,3109.66,93,0.03,
04/03/2025 17:50,3107.93,3108.8,3107.67,3108.73,80,0.03,
04/03/2025 17:45,3106.67,3108.69,3106.15,3107.89,122,0.04,
04/03/2025 17:40,3105.46,3107.74,3105.33,3106.72,126,0.04,
04/03/2025 17:35,3102.94,3106.17,3102.94,3105.47,253,0.08,
04/03/2025 17:30,3100.98,3104.5,3099.89,3102.93,195,0.06,
04/03/2025 17:25,3102.25,3103.64,3100.68,3100.9,-135,-0.04,
04/03/2025 17:20,3103.31,3105.06,3102.25,3102.38,-93,-0.03,
04/03/2025 17:15,3103.8,3105.6,3100.69,3103.27,-53,-0.02,
04/03/2025 17:10,3103.62,3104.29,3102.16,3103.82,20,0.01,
04/03/2025 17:05,3104.38,3104.38,3102.18,3103.8,-58,-0.02,
04/03/2025 17:00,3107.41,3107.56,3103.64,3104.3,-311,-0.10,
04/03/2025 16:55,3109.6,3110.27,3107.32,3107.46,-214,-0.07,
04/03/2025 16:50,3109.31,3110.7,3108.97,3109.61,30,0.01,
04/03/2025 16:45,3109.36,3110.44,3108.5,3109.25,-11,0.00,
04/03/2025 16:40,3107.8,3110.8,3107.8,3109.33,153,0.05,
04/03/2025 16:35,3107.9,3109.08,3107.09,3107.8,-10,0.00,
04/03/2025 16:30,3108.31,3109.56,3106.49,3107.85,-46,-0.01,
04/03/2025 16:25,3103.83,3108.4,3101.97,3108.32,449,0.14,
04/03/2025 16:20,3108.04,3108.47,3101.7,3103.66,-438,-0.14,
04/03/2025 16:15,3108.64,3109.43,3107.51,3108.17,-47,-0.02,
04/03/2025 16:10,3106.56,3110.68,3106.22,3108.73,217,0.07,
04/03/2025 16:05,3112.39,3113.45,3104.23,3106.54,-585,-0.19,
04/03/2025 16:00,3110.62,3114.22,3109.62,3112.61,199,0.06,
04/03/2025 15:55,3108.58,3110.79,3107.92,3110.55,197,0.06,
04/03/2025 15:50,3110.98,3110.98,3105.73,3108.65,-233,-0.07,
04/03/2025 15:45,3112.92,3112.92,3108.16,3111.1,-182,-0.06,
04/03/2025 15:40,3109.68,3113.38,3105.58,3112.92,324,0.10,
04/03/2025 15:35,3109.24,3112.19,3107.55,3109.48,24,0.01,
04/03/2025 15:30,3106.34,3110.86,3106.15,3109.75,341,0.11,
04/03/2025 15:25,3110.67,3112.41,3104.05,3106.16,-451,-0.15,
04/03/2025 15:20,3107.25,3110.75,3107.1,3110.7,345,0.11,
04/03/2025 15:15,3111.36,3113.38,3105.9,3107.18,-418,-0.13,
04/03/2025 15:10,3118.23,3119.58,3110.18,3111.19,-704,-0.23,
04/03/2025 15:05,3126.87,3127.78,3118.17,3118.31,-856,-0.27,
04/03/2025 15:00,3128.89,3129.5,3125.09,3126.72,-217,-0.07,
04/03/2025 14:55,3133.89,3133.89,3127.71,3128.63,-526,-0.17,
04/03/2025 14:50,3134.19,3135.53,3131.8,3133.39,-80,-0.03,
04/03/2025 14:45,3123.89,3134.45,3123.89,3134.17,1028,0.33,
04/03/2025 14:40,3122.57,3124.89,3119.18,3123.76,119,0.04,
04/03/2025 14:35,3121.72,3127.86,3120.55,3122.47,75,0.02,
04/03/2025 14:30,3125.3,3127.57,3117.8,3121.9,-340,-0.11,
04/03/2025 14:25,3118.9,3126.52,3118.38,3125.22,632,0.20,
04/03/2025 14:20,3114.81,3118.99,3110.95,3118.8,399,0.13,
04/03/2025 14:15,3114.28,3119.27,3113.64,3114.87,59,0.02,
04/03/2025 14:10,3106.02,3116.2,3104.6,3113.93,791,0.25,
04/03/2025 14:05,3099.67,3106.81,3096.04,3105.97,630,0.20,
04/03/2025 14:00,3087.17,3100.79,3087.17,3099.23,1206,0.39,
04/03/2025 13:55,3087.57,3089.23,3084.11,3086.02,-155,-0.05,
04/03/2025 13:50,3090.14,3093.36,3086.72,3087.92,-222,-0.07,
04/03/2025 13:45,3086.5,3093.2,3086.5,3090.67,417,0.13,
04/03/2025 13:40,3085.22,3088.64,3081.35,3086.52,130,0.04,
04/03/2025 13:35,3070.37,3085.08,3069.83,3085.07,1470,0.48,
04/03/2025 13:30,3065.38,3071.65,3064.18,3070.39,501,0.16,
04/03/2025 13:25,3065.25,3067.73,3060.46,3065.37,12,0.00,
04/03/2025 13:20,3067.49,3067.53,3059.7,3065.21,-228,-0.07,
04/03/2025 13:15,3059.35,3069.26,3056.3,3067.2,785,0.26,
04/03/2025 13:10,3064.68,3065.55,3054.18,3059.44,-524,-0.17,
04/03/2025 13:05,3068.05,3068.86,3063.06,3064.94,-311,-0.10,
04/03/2025 13:00,3076.07,3076.18,3067.68,3068.18,-789,-0.26,
04/03/2025 12:55,3077.19,3080.31,3075.55,3076.19,-100,-0.03,
04/03/2025 12:50,3071.94,3077.48,3071.94,3077.08,514,0.17,
04/03/2025 12:45,3065.9,3074.08,3065.13,3072.97,707,0.23,
04/03/2025 12:40,3065.21,3066.82,3061.98,3066.26,105,0.03,
04/03/2025 12:35,3068.41,3073.01,3062.89,3065.42,-299,-0.10,
04/03/2025 12:30,3078.66,3078.77,3068.2,3068.5,-1016,-0.33,
04/03/2025 12:25,3080.84,3080.84,3074.59,3078.64,-220,-0.07,
04/03/2025 12:20,3088.85,3089.27,3081.05,3081.05,-780,-0.25,
04/03/2025 12:15,3090.55,3090.93,3087.74,3088.86,-169,-0.05,
04/03/2025 12:10,3091.92,3092.01,3087.54,3090.62,-130,-0.04,
04/03/2025 12:05,3092.23,3094.76,3090.82,3092.54,31,0.01,
04/03/2025 12:00,3093.01,3093.6,3090.35,3092.42,-59,-0.02,
04/03/2025 11:55,3094.46,3095.12,3092.4,3093.07,-139,-0.04,
04/03/2025 11:50,3092.1,3097.3,3091.9,3094.84,274,0.09,
04/03/2025 11:45,3091.07,3092.5,3089.55,3092.1,103,0.03,
04/03/2025 11:40,3088.91,3091.18,3085.2,3090.91,200,0.06,
04/03/2025 11:35,3091.51,3093.24,3088.29,3089.15,-236,-0.08,
04/03/2025 11:30,3092.22,3092.25,3087.64,3091.74,-48,-0.02,
04/03/2025 11:25,3095.39,3095.9,3091.96,3092.28,-311,-0.10,
04/03/2025 11:20,3095.24,3098.18,3093.18,3095.43,19,0.01,
04/03/2025 11:15,3098.13,3099.95,3094.88,3095.17,-296,-0.10,
04/03/2025 11:10,3097.54,3099.64,3094.74,3098.06,52,0.02,
04/03/2025 11:05,3096.35,3098.37,3094.03,3097.49,114,0.04,
04/03/2025 11:00,3095.35,3097.85,3087.52,3096.2,85,0.03,
04/03/2025 10:55,3104.82,3105,3089.86,3094.89,-993,-0.32,
04/03/2025 10:50,3109.17,3109.24,3104.33,3104.75,-442,-0.14,
04/03/2025 10:45,3107.15,3113,3107.09,3109.21,206,0.07,
04/03/2025 10:40,3106.96,3108.34,3105,3107.1,14,0.00,
04/03/2025 10:35,3102.68,3106.88,3101.23,3106.75,407,0.13,
04/03/2025 10:30,3107.37,3108.17,3102.61,3102.63,-474,-0.15,
04/03/2025 10:25,3111.16,3111.7,3104.75,3107.22,-394,-0.13,
04/03/2025 10:20,3113.43,3115.44,3111.13,3111.22,-221,-0.07,
04/03/2025 10:15,3119.18,3120.04,3110.73,3113.5,-568,-0.18,
04/03/2025 10:10,3113.25,3121.25,3112.35,3119.3,605,0.19,
04/03/2025 10:05,3121.8,3122.48,3112.2,3113.27,-853,-0.27,
04/03/2025 10:00,3121.48,3123.01,3119.91,3121.66,18,0.01,
04/03/2025 09:55,3125.41,3125.74,3121.67,3121.7,-371,-0.12,
04/03/2025 09:50,3125.08,3126.11,3124.72,3125.45,37,0.01,
04/03/2025 09:45,3127.8,3128.24,3123.75,3125.07,-273,-0.09,
04/03/2025 09:40,3125.43,3128.86,3125.43,3127.8,237,0.08,
04/03/2025 09:35,3128.8,3128.8,3124.43,3125.44,-336,-0.11,
04/03/2025 09:30,3125.7,3129.11,3124.48,3129.09,339,0.11,
04/03/2025 09:25,3125.39,3127.45,3125.29,3125.73,34,0.01,
04/03/2025 09:20,3127.5,3129.23,3124.88,3125.36,-214,-0.07,
04/03/2025 09:15,3128.42,3129.59,3125.94,3127.58,-84,-0.03,
04/03/2025 09:10,3127.52,3129.4,3127.08,3128.41,89,0.03,
04/03/2025 09:05,3128.23,3129.01,3126.9,3127.69,-54,-0.02,
04/03/2025 09:00,3129.13,3129.18,3127.16,3128.35,-78,-0.02,
04/03/2025 08:55,3129.32,3129.86,3128.59,3129.15,-17,-0.01,
04/03/2025 08:50,3127.75,3129.65,3127.72,3129.32,157,0.05,
04/03/2025 08:45,3128.6,3128.65,3125.99,3127.66,-94,-0.03,
04/03/2025 08:40,3128.74,3130.05,3128.17,3128.62,-12,0.00,
04/03/2025 08:35,3130.24,3130.39,3128.57,3128.88,-136,-0.04,
04/03/2025 08:30,3128.32,3130.79,3127.89,3130.24,192,0.06,
04/03/2025 08:25,3130.19,3131.18,3127.95,3128.35,-184,-0.06,
04/03/2025 08:20,3131.24,3131.5,3127.91,3130.1,-114,-0.04,
04/03/2025 08:15,3129.55,3131.59,3129.18,3131.57,202,0.06,
04/03/2025 08:10,3129.55,3129.9,3127.21,3129.59,4,0.00,
04/03/2025 08:05,3128.54,3132.1,3128.47,3129.57,103,0.03,
04/03/2025 08:00,3129.14,3130.95,3127.95,3128.57,-57,-0.02,
04/03/2025 07:55,3128.24,3130.14,3128.24,3129.04,80,0.03,
04/03/2025 07:50,3125.61,3128.53,3125.61,3128.28,267,0.09,
04/03/2025 07:45,3122.37,3125.76,3121.97,3125.52,315,0.10,
04/03/2025 07:40,3123.18,3123.93,3121.17,3122.44,-74,-0.02,
04/03/2025 07:35,3124.68,3126.37,3122.98,3123.2,-148,-0.05,
04/03/2025 07:30,3125,3125.91,3122.04,3124.78,-22,-0.01,
04/03/2025 07:25,3124.11,3125.78,3122.7,3124.81,70,0.02,
04/03/2025 07:20,3122.45,3124.53,3121.48,3124.07,162,0.05,
04/03/2025 07:15,3121.13,3123.04,3120.02,3122.42,129,0.04,
04/03/2025 07:10,3121.68,3122.88,3119.84,3121.15,-53,-0.02,
04/03/2025 07:05,3124.02,3125.5,3121.46,3121.7,-232,-0.07,
04/03/2025 07:00,3127.91,3128.09,3124.05,3124.05,-386,-0.12,
04/03/2025 06:55,3128.13,3130.44,3127.26,3127.56,-57,-0.02,
04/03/2025 06:50,3130.27,3131.54,3126.44,3128.09,-218,-0.07,
04/03/2025 06:45,3124.41,3130.4,3122.21,3130.27,586,0.19,
04/03/2025 06:40,3125.31,3126.19,3123.24,3124.47,-84,-0.03,
04/03/2025 06:35,3123.91,3125.68,3122.95,3125.54,163,0.05,
04/03/2025 06:30,3122.4,3123.86,3116.72,3123.86,146,0.05,
04/03/2025 06:25,3127.17,3129.37,3121.49,3122.24,-493,-0.16,
04/03/2025 06:20,3128.32,3128.32,3124.88,3127.25,-107,-0.03,
04/03/2025 06:15,3131.09,3131.33,3127.81,3128.43,-266,-0.09,
04/03/2025 06:10,3130.84,3132.4,3129.66,3130.9,6,0.00,
04/03/2025 06:05,3129.68,3130.84,3127.96,3130.3,62,0.02,
04/03/2025 06:00,3131.89,3133.74,3128.68,3129.88,-201,-0.06,
04/03/2025 05:55,3132.03,3133.1,3130.83,3131.48,-55,-0.02,
04/03/2025 05:50,3126.25,3131.95,3125.96,3131.95,570,0.18,
04/03/2025 05:45,3127.78,3129.54,3124.24,3126.49,-129,-0.04,
04/03/2025 05:40,3130.39,3132.6,3126.66,3127.94,-245,-0.08,
04/03/2025 05:35,3128.84,3133.71,3127.53,3130.52,168,0.05,
04/03/2025 05:30,3130.41,3131.74,3126.31,3128.97,-144,-0.05,
04/03/2025 05:25,3131.77,3131.93,3127.45,3130.41,-136,-0.04,
04/03/2025 05:20,3131.86,3134.6,3131.35,3131.78,-8,0.00,
04/03/2025 05:15,3135.94,3136.16,3130.5,3131.76,-418,-0.13,
04/03/2025 05:10,3140.21,3140.22,3135.2,3135.9,-431,-0.14,
04/03/2025 05:05,3140.44,3140.99,3138.41,3140.2,-24,-0.01,
04/03/2025 05:00,3140.52,3140.86,3136.72,3140.52,0,0.00,
04/03/2025 04:55,3142.5,3143.48,3140.05,3140.49,-201,-0.06,
04/03/2025 04:50,3141.73,3142.72,3138.81,3142.44,71,0.02,
04/03/2025 04:45,3146.09,3146.1,3141.71,3141.74,-435,-0.14,
04/03/2025 04:40,3146.5,3147.16,3145.76,3146.09,-41,-0.01,
04/03/2025 04:35,3147.19,3147.35,3146.07,3146.41,-78,-0.02,
04/03/2025 04:30,3148.02,3148.07,3146.09,3147.17,-85,-0.03,
04/03/2025 04:25,3147.86,3149.06,3147.66,3148.11,25,0.01,
04/03/2025 04:20,3148.45,3149.1,3147.15,3147.9,-55,-0.02,
04/03/2025 04:15,3149.05,3149.63,3148.16,3148.6,-45,-0.01,
04/03/2025 04:10,3147.47,3149.35,3147.37,3149.05,158,0.05,
04/03/2025 04:05,3147.77,3149.55,3147.1,3147.61,-16,-0.01,
04/03/2025 04:00,3147.94,3148.94,3147.08,3147.72,-22,-0.01,
04/03/2025 03:55,3149.18,3149.22,3146.77,3147.94,-124,-0.04,
04/03/2025 03:50,3148.77,3150.17,3147.71,3149.15,38,0.01,
04/03/2025 03:45,3147.74,3150.14,3147.4,3148.81,107,0.03,
04/03/2025 03:40,3147.12,3148.54,3146.35,3148.04,92,0.03,
04/03/2025 03:35,3148.56,3149.6,3146.3,3147.12,-144,-0.05,
04/03/2025 03:30,3148.18,3149.89,3148.18,3148.49,31,0.01,
04/03/2025 03:25,3147.96,3148.55,3146.68,3148.09,13,0.00,
04/03/2025 03:20,3148.12,3149.19,3146.68,3148.01,-11,0.00,
04/03/2025 03:15,3149.29,3149.45,3146.44,3147.37,-192,-0.06,
04/03/2025 03:10,3145.12,3150.02,3144.97,3149.28,416,0.13,
04/03/2025 03:05,3149.08,3152.2,3144.96,3145.21,-387,-0.12,
04/03/2025 03:00,3145.15,3149.85,3144.78,3148.96,381,0.12,
04/03/2025 02:55,3143.71,3145.18,3143.22,3145.04,133,0.04,
04/03/2025 02:50,3145.66,3147.08,3142.49,3143.7,-196,-0.06,
04/03/2025 02:45,3148.91,3148.99,3145.2,3145.65,-326,-0.10,
04/03/2025 02:40,3147.84,3149.64,3144.35,3148.88,104,0.03,
04/03/2025 02:35,3146.3,3147.85,3144.72,3147.61,131,0.04,
04/03/2025 02:30,3150.18,3151.09,3146.17,3146.32,-386,-0.12,
04/03/2025 02:25,3152.05,3152.05,3147.98,3150.14,-191,-0.06,
04/03/2025 02:20,3152.87,3152.93,3151.33,3152.16,-71,-0.02,
04/03/2025 02:15,3152.08,3154.61,3151.32,3152.96,88,0.03,
04/03/2025 02:10,3150.71,3153.04,3150.35,3152,129,0.04,
04/03/2025 02:05,3152.84,3153.6,3150.46,3150.79,-205,-0.07,
04/03/2025 02:00,3153.32,3155.42,3152.93,3152.96,-36,-0.01,
04/03/2025 01:55,3152.72,3154.54,3151.64,3153.44,72,0.02,
04/03/2025 01:50,3153.6,3154.18,3150.69,3152.48,-112,-0.04,
04/03/2025 01:45,3160.03,3160.34,3153.55,3153.55,-648,-0.21,
04/03/2025 01:40,3156.71,3161.39,3156.71,3160.01,330,0.10,
04/03/2025 01:35,3155.28,3162.8,3154.6,3156.86,158,0.05,
04/03/2025 01:30,3152.45,3156.36,3152.18,3155.19,274,0.09,
04/03/2025 01:25,3150.31,3154.3,3149.75,3152.4,209,0.07,
04/03/2025 01:20,3150.83,3151.52,3148.76,3150.21,-62,-0.02,
04/03/2025 01:15,3152.01,3153.1,3147.72,3150.97,-104,-0.03,
04/03/2025 01:10,3155.6,3156.36,3148.26,3151.63,-397,-0.13,
04/03/2025 01:05,3152.93,3156.28,3150.11,3155.77,284,0.09,
04/03/2025 01:00,3151.62,3156.05,3149.38,3153.15,153,0.05,
04/03/2025 00:55,3150.39,3153.11,3148.78,3151.4,101,0.03,
04/03/2025 00:50,3149.81,3151.1,3148.09,3150.45,64,0.02,
04/03/2025 00:45,3146.8,3150.64,3146.11,3149.84,304,0.10,
04/03/2025 00:40,3152.08,3155.68,3146.5,3146.66,-542,-0.17,
04/03/2025 00:35,3149,3154.46,3149,3152.12,312,0.10,
04/03/2025 00:30,3148.02,3149.69,3144.68,3148.87,85,0.03,
04/03/2025 00:25,3143.77,3148.66,3142.47,3148.08,431,0.14,
04/03/2025 00:20,3142.68,3144.85,3140.79,3143.52,84,0.03,
04/03/2025 00:15,3150.4,3152.11,3142.82,3142.82,-758,-0.24,
04/03/2025 00:10,3154.64,3156.37,3149.41,3150.07,-457,-0.15,
04/03/2025 00:05,3163.12,3163.68,3153.68,3154.65,-847,-0.27,
04/03/2025 00:00,3162.29,3164.6,3160.7,3163.13,84,0.03,
04/02/2025 23:55,3163.94,3164.21,3159.35,3162.23,-171,-0.05,
04/02/2025 23:50,3164.48,3167.68,3163.98,3164.26,-22,-0.01,
04/02/2025 23:45,3161.07,3165.3,3160.26,3164.36,329,0.10,
04/02/2025 23:40,3160.03,3161.12,3158.93,3161.12,109,0.03,
04/02/2025 23:35,3157.96,3160.04,3157.17,3160.04,208,0.07,
04/02/2025 23:30,3159.85,3160.06,3157.15,3157.79,-206,-0.07,
04/02/2025 23:25,3156.71,3159.98,3155.72,3159.68,297,0.09,
04/02/2025 23:20,3158.34,3159.22,3155.8,3156.69,-165,-0.05,
04/02/2025 23:15,3156.94,3159.41,3156.4,3157.7,76,0.02,
04/02/2025 23:10,3153.05,3156.96,3152.31,3156.73,368,0.12,
04/02/2025 23:05,3148.73,3152.99,3148.73,3152.96,423,0.13,
04/02/2025 23:00,3145.74,3150.42,3145.74,3148.67,293,0.09,
04/02/2025 22:55,3142.02,3146.07,3141.34,3145.7,368,0.12,
04/02/2025 22:50,3144.63,3145.04,3141.08,3142.12,-251,-0.08,
04/02/2025 22:45,3142.71,3145.2,3142.62,3144.56,185,0.06,
04/02/2025 22:40,3142.54,3144.36,3141.03,3142.69,15,0.00,
04/02/2025 22:35,3138.16,3144.78,3137.94,3142.14,398,0.13,
04/02/2025 22:30,3136.6,3138.71,3135.65,3138.16,156,0.05,
04/02/2025 22:25,3138.42,3139.1,3131.76,3136.62,-180,-0.06,
04/02/2025 22:20,3141.34,3143.39,3137,3137.99,-335,-0.11,
04/02/2025 22:15,3144.54,3147.42,3137.68,3141.11,-343,-0.11,
04/02/2025 22:10,3142.16,3146.17,3141.08,3144.01,185,0.06,
04/02/2025 22:05,3129.74,3142.83,3110.71,3142.1,1236,0.39,
04/02/2025 22:00,3131.82,3155.65,3110.52,3129.92,-190,-0.06,
04/02/2025 20:55,3132.75,3136.6,3129.57,3130.1,-265,-0.08,
04/02/2025 20:50,3131.32,3133.99,3125.17,3132.69,137,0.04,
04/02/2025 20:45,3130.35,3137.65,3129.01,3131.25,90,0.03,
04/02/2025 20:40,3130.89,3134.9,3127.57,3130.36,-53,-0.02,
04/02/2025 20:35,3134.21,3134.42,3124.83,3130.82,-339,-0.11,
04/02/2025 20:30,3133.41,3157.37,3129.13,3134.29,88,0.03,
04/02/2025 20:25,3122.63,3154.44,3121.56,3135.93,1330,0.42,
04/02/2025 20:20,3120.43,3129.14,3117.16,3122.69,226,0.07,
04/02/2025 20:15,3114.96,3128.13,3107.28,3120.6,564,0.18,
04/02/2025 20:10,3124.12,3124.88,3105.2,3115.68,-844,-0.27,
04/02/2025 20:05,3123.81,3124.97,3123.81,3124.12,31,0.01,
04/02/2025 20:00,3123.98,3125.14,3123.6,3123.83,-15,0.00,
04/02/2025 19:55,3124.81,3126.03,3123.9,3123.9,-91,-0.03,
04/02/2025 19:50,3125.43,3125.53,3124.5,3124.67,-76,-0.02,
04/02/2025 19:45,3126.47,3126.65,3125.11,3125.43,-104,-0.03,
04/02/2025 19:40,3126.15,3126.62,3125.46,3126.49,34,0.01,
04/02/2025 19:35,3127.1,3127.25,3125.84,3126.21,-89,-0.03,
04/02/2025 19:30,3125.7,3127.24,3125.52,3127,130,0.04,
04/02/2025 19:25,3125.9,3126.15,3125.35,3125.69,-21,-0.01,
04/02/2025 19:20,3123.21,3125.9,3123.12,3125.9,269,0.09,
04/02/2025 19:15,3122.98,3123.7,3121.97,3123.17,19,0.01,
04/02/2025 19:10,3124.96,3124.96,3123.01,3123.03,-193,-0.06,
04/02/2025 19:05,3124.24,3125.23,3124.24,3124.98,74,0.02,
04/02/2025 19:00,3121.98,3124.97,3121.64,3124.26,228,0.07,
04/02/2025 18:55,3122.48,3122.53,3120.98,3121.96,-52,-0.02,
04/02/2025 18:50,3122.28,3122.56,3121.46,3122.53,25,0.01,
04/02/2025 18:45,3122.87,3123.56,3121.48,3122.28,-59,-0.02,
04/02/2025 18:40,3121.96,3123.13,3121.75,3122.87,91,0.03,
04/02/2025 18:35,3120.08,3122.83,3119.22,3121.82,174,0.06,
04/02/2025 18:30,3119.1,3120.67,3118.88,3119.7,60,0.02,
04/02/2025 18:25,3121.01,3121.01,3118.83,3119.1,-191,-0.06,
04/02/2025 18:20,3124.27,3124.3,3120.76,3121.01,-326,-0.10,
04/02/2025 18:15,3123.3,3125.14,3123.3,3124.12,82,0.03,
04/02/2025 18:10,3123.06,3123.6,3122.05,3123.22,16,0.01,
04/02/2025 18:05,3125.17,3125.22,3122.27,3123.05,-212,-0.07,
04/02/2025 18:00,3123.58,3126.23,3123.58,3125.19,161,0.05,
04/02/2025 17:55,3123.46,3124.84,3122.86,3123.6,14,0.00,
04/02/2025 17:50,3122.93,3123.76,3122.68,3123.53,60,0.02,
04/02/2025 17:45,3123.9,3124.09,3122.64,3122.92,-98,-0.03,
04/02/2025 17:40,3121.46,3123.98,3120.67,3123.96,250,0.08,
04/02/2025 17:35,3123.13,3123.13,3121.19,3121.42,-171,-0.05,
04/02/2025 17:30,3124.14,3124.47,3121.61,3123.11,-103,-0.03,
04/02/2025 17:25,3126.23,3126.43,3123.36,3124.42,-181,-0.06,
04/02/2025 17:20,3127.72,3129.08,3125.79,3126.19,-153,-0.05,
04/02/2025 17:15,3129.47,3129.57,3127.34,3127.67,-180,-0.06,
04/02/2025 17:10,3129.86,3130.57,3128.76,3129.44,-42,-0.01,
04/02/2025 17:05,3129.15,3130.85,3129.15,3129.88,73,0.02,
04/02/2025 17:00,3131.5,3131.5,3128.67,3129.15,-235,-0.08,
04/02/2025 16:55,3131.16,3132.54,3129.71,3131.5,34,0.01,
04/02/2025 16:50,3129.64,3131.13,3127.17,3131.1,146,0.05,
04/02/2025 16:45,3132.57,3133.72,3129.68,3129.68,-289,-0.09,
04/02/2025 16:40,3131.44,3132.65,3130.78,3132.6,116,0.04,
04/02/2025 16:35,3133.35,3133.81,3131.41,3131.46,-189,-0.06,
04/02/2025 16:30,3132.41,3133.91,3132.16,3133.61,120,0.04,
04/02/2025 16:25,3131.07,3134.35,3130.69,3132.19,112,0.04,
04/02/2025 16:20,3129.61,3131.07,3129.45,3131.07,146,0.05,
04/02/2025 16:15,3129.85,3130.16,3129.02,3129.54,-31,-0.01,
